,year,month,location,ira,product_category,brand,sku_id,item_per_bundle,shape,with_alcohol,filling,volume,price,Archer,Monk,Dwarf,Centaur,Gremlin,Genie,Demon,Ghost,Minotaur,Medusa,Goblin,Orc,Gargoyle,Pegasus,Pirate,Unicorn,Giant,Elf,Angel,other
10,2017,1,Alpha City,AC,Chocolates,Ferrero Rocher,sku #46,1,Standart,No,Nothing,1926.0,1.2213359920239284,679.0,1070.0,610.0,1315.0,1554.0,4899.0,575.0,1006.0,235.0,441.0,399.0,2523.0,1268.0,1027.0,17465.0,2501.0,871.0,5882.0,1527.0,8549.0
11,2017,1,Alpha City,AC,Chocolates,Ferrero Rocher,sku #48,2,Standart,No,Nothing,5736.0,2.093718843469591,679.0,1070.0,610.0,1315.0,1554.0,4899.0,575.0,1006.0,235.0,441.0,399.0,2523.0,1268.0,1027.0,17465.0,2501.0,871.0,5882.0,1527.0,8549.0
12,2017,1,Alpha City,AC,Chocolates,Ferrero Rocher,sku #49,1,Standart,No,Nothing,3210.0,1.2213359920239284,679.0,1070.0,610.0,1315.0,1554.0,4899.0,575.0,1006.0,235.0,441.0,399.0,2523.0,1268.0,1027.0,17465.0,2501.0,871.0,5882.0,1527.0,8549.0
13,2017,1,Alpha City,AC,Chocolates,Milka,sku #42,1,Standart,No,Nothing,294.0,1.3958125623130608,679.0,1070.0,610.0,1315.0,1554.0,4899.0,575.0,1006.0,235.0,441.0,399.0,2523.0,1268.0,1027.0,17465.0,2501.0,871.0,5882.0,1527.0,8549.0
14,2017,1,Alpha City,AC,Chocolates,Milka,sku #67,1,Standart,No,Nothing,738.0,1.3958125623130608,679.0,1070.0,610.0,1315.0,1554.0,4899.0,575.0,1006.0,235.0,441.0,399.0,2523.0,1268.0,1027.0,17465.0,2501.0,871.0,5882.0,1527.0,8549.0
15,2017,1,Alpha City,AC,Chocolates,Toblerone,sku #25,1,Standart,No,Nothing,4158.0,1.2213359920239284,679.0,1070.0,610.0,1315.0,1554.0,4899.0,575.0,1006.0,235.0,441.0,399.0,2523.0,1268.0,1027.0,17465.0,2501.0,871.0,5882.0,1527.0,8549.0
16,2017,1,Alpha City,AC,Chocolates,Toblerone,sku #73,1,Standart,No,Nothing,2256.0,1.2213359920239284,679.0,1070.0,610.0,1315.0,1554.0,4899.0,575.0,1006.0,235.0,441.0,399.0,2523.0,1268.0,1027.0,17465.0,2501.0,871.0,5882.0,1527.0,8549.0
17,2017,1,Alpha City,AC,Chocolates,Twix,sku #78,1,Standart,No,Nothing,1914.0,,679.0,1070.0,610.0,1315.0,1554.0,4899.0,575.0,1006.0,235.0,441.0,399.0,2523.0,1268.0,1027.0,17465.0,2501.0,871.0,5882.0,1527.0,8549.0
18,2017,1,Moon,MN,Chocolates,Cadbury,sku #34,1,Standart,No,Nothing,324.0,1.054054054054054,39.0,45.0,22.0,62.0,299.0,756.0,39.0,170.0,54.0,217.0,109.0,57.0,205.0,251.0,6461.0,1176.0,12.0,279.0,455.0,1186.0
19,2017,1,Moon,MN,Chocolates,Cadbury,sku #37,1,Standart,No,Nothing,318.0,1.054054054054054,39.0,45.0,22.0,62.0,299.0,756.0,39.0,170.0,54.0,217.0,109.0,57.0,205.0,251.0,6461.0,1176.0,12.0,279.0,455.0,1186.0
20,2017,1,Moon,MN,Chocolates,Ferrero Rocher,sku #27,1,Standart,No,Nothing,1842.0,1.1351351351351349,39.0,45.0,22.0,62.0,299.0,756.0,39.0,170.0,54.0,217.0,109.0,57.0,205.0,251.0,6461.0,1176.0,12.0,279.0,455.0,1186.0
21,2017,1,Moon,MN,Chocolates,Ferrero Rocher,sku #43,1,Standart,No,Nothing,630.0,1.1351351351351349,39.0,45.0,22.0,62.0,299.0,756.0,39.0,170.0,54.0,217.0,109.0,57.0,205.0,251.0,6461.0,1176.0,12.0,279.0,455.0,1186.0
22,2017,1,Moon,MN,Chocolates,Ferrero Rocher,sku #44,1,Standart,No,Nothing,216.0,1.1351351351351349,39.0,45.0,22.0,62.0,299.0,756.0,39.0,170.0,54.0,217.0,109.0,57.0,205.0,251.0,6461.0,1176.0,12.0,279.0,455.0,1186.0
23,2017,1,Moon,MN,Chocolates,Ferrero Rocher,sku #72,1,Standart,No,Nothing,3648.0,1.1351351351351349,39.0,45.0,22.0,62.0,299.0,756.0,39.0,170.0,54.0,217.0,109.0,57.0,205.0,251.0,6461.0,1176.0,12.0,279.0,455.0,1186.0
24,2017,1,Moon,MN,Chocolates,Ferrero Rocher,sku #81,2,Standart,No,Nothing,4500.0,,39.0,45.0,22.0,62.0,299.0,756.0,39.0,170.0,54.0,217.0,109.0,57.0,205.0,251.0,6461.0,1176.0,12.0,279.0,455.0,1186.0
25,2017,1,Moon,MN,Chocolates,Ferrero Rocher,sku #82,3,Standart,No,Nothing,2718.0,,39.0,45.0,22.0,62.0,299.0,756.0,39.0,170.0,54.0,217.0,109.0,57.0,205.0,251.0,6461.0,1176.0,12.0,279.0,455.0,1186.0
26,2017,1,Moon,MN,Chocolates,Ferrero Rocher,sku #83,2,Standart,No,Nothing,4128.0,,39.0,45.0,22.0,62.0,299.0,756.0,39.0,170.0,54.0,217.0,109.0,57.0,205.0,251.0,6461.0,1176.0,12.0,279.0,455.0,1186.0
27,2017,1,Moon,MN,Chocolates,Ferrero Rocher,sku #84,3,Standart,No,Nothing,3924.0,,39.0,45.0,22.0,62.0,299.0,756.0,39.0,170.0,54.0,217.0,109.0,57.0,205.0,251.0,6461.0,1176.0,12.0,279.0,455.0,1186.0
28,2017,1,Moon,MN,Chocolates,Snickers,sku #7,1,Standart,No,Nothing,330.0,1.054054054054054,39.0,45.0,22.0,62.0,299.0,756.0,39.0,170.0,54.0,217.0,109.0,57.0,205.0,251.0,6461.0,1176.0,12.0,279.0,455.0,1186.0
29,2017,1,Moon,MN,Chocolates,Toblerone,sku #11,2,Standart,No,Nothing,420.0,2.0270270270270268,39.0,45.0,22.0,62.0,299.0,756.0,39.0,170.0,54.0,217.0,109.0,57.0,205.0,251.0,6461.0,1176.0,12.0,279.0,455.0,1186.0
30,2017,1,Moon,MN,Chocolates,Toblerone,sku #17,2,Standart,No,Nothing,240.0,2.0270270270270268,39.0,45.0,22.0,62.0,299.0,756.0,39.0,170.0,54.0,217.0,109.0,57.0,205.0,251.0,6461.0,1176.0,12.0,279.0,455.0,1186.0
31,2017,1,Moon,MN,Chocolates,Toblerone,sku #3,1,Standart,No,Nothing,114.0,1.1216216216216215,39.0,45.0,22.0,62.0,299.0,756.0,39.0,170.0,54.0,217.0,109.0,57.0,205.0,251.0,6461.0,1176.0,12.0,279.0,455.0,1186.0
32,2017,1,Moon,MN,Chocolates,Toblerone,sku #5,1,Standart,No,Nothing,528.0,1.1216216216216215,39.0,45.0,22.0,62.0,299.0,756.0,39.0,170.0,54.0,217.0,109.0,57.0,205.0,251.0,6461.0,1176.0,12.0,279.0,455.0,1186.0
33,2017,1,Pirate Bay,PB,Chocolates,Cadbury,sku #79,1,Standart,No,Nothing,276.0,,121.0,488.0,251.0,389.0,6242.0,899.0,139.0,437.0,1227.0,529.0,542.0,2934.0,541.0,751.0,6620.0,2224.0,700.0,1921.0,4363.0,6355.0
34,2017,1,Pirate Bay,PB,Chocolates,Ferrero Rocher,sku #15,1,Standart,No,Nothing,2784.0,1.2213359920239284,121.0,488.0,251.0,389.0,6242.0,899.0,139.0,437.0,1227.0,529.0,542.0,2934.0,541.0,751.0,6620.0,2224.0,700.0,1921.0,4363.0,6355.0
35,2017,1,Pirate Bay,PB,Chocolates,Ferrero Rocher,sku #16,3,Standart,No,Nothing,10494.0,2.8664007976071773,121.0,488.0,251.0,389.0,6242.0,899.0,139.0,437.0,1227.0,529.0,542.0,2934.0,541.0,751.0,6620.0,2224.0,700.0,1921.0,4363.0,6355.0
36,2017,1,Pirate Bay,PB,Chocolates,Ferrero Rocher,sku #22,2,Standart,No,Nothing,11232.0,2.093718843469591,121.0,488.0,251.0,389.0,6242.0,899.0,139.0,437.0,1227.0,529.0,542.0,2934.0,541.0,751.0,6620.0,2224.0,700.0,1921.0,4363.0,6355.0
37,2017,1,Pirate Bay,PB,Chocolates,Ferrero Rocher,sku #28,3,Standart,No,Nothing,6156.0,2.8664007976071773,121.0,488.0,251.0,389.0,6242.0,899.0,139.0,437.0,1227.0,529.0,542.0,2934.0,541.0,751.0,6620.0,2224.0,700.0,1921.0,4363.0,6355.0
38,2017,1,Pirate Bay,PB,Chocolates,Ferrero Rocher,sku #30,1,Standart,No,Nothing,8322.0,1.2213359920239284,121.0,488.0,251.0,389.0,6242.0,899.0,139.0,437.0,1227.0,529.0,542.0,2934.0,541.0,751.0,6620.0,2224.0,700.0,1921.0,4363.0,6355.0
39,2017,1,Pirate Bay,PB,Chocolates,Ferrero Rocher,sku #31,1,Square,No,Nothing,894.0,1.2213359920239284,121.0,488.0,251.0,389.0,6242.0,899.0,139.0,437.0,1227.0,529.0,542.0,2934.0,541.0,751.0,6620.0,2224.0,700.0,1921.0,4363.0,6355.0
40,2017,1,Pirate Bay,PB,Chocolates,Ferrero Rocher,sku #33,1,Standart,No,Nothing,408.0,1.2213359920239284,121.0,488.0,251.0,389.0,6242.0,899.0,139.0,437.0,1227.0,529.0,542.0,2934.0,541.0,751.0,6620.0,2224.0,700.0,1921.0,4363.0,6355.0
41,2017,1,Pirate Bay,PB,Chocolates,Ferrero Rocher,sku #38,1,Standart,Yes,Nothing,1998.0,1.2213359920239284,121.0,488.0,251.0,389.0,6242.0,899.0,139.0,437.0,1227.0,529.0,542.0,2934.0,541.0,751.0,6620.0,2224.0,700.0,1921.0,4363.0,6355.0
42,2017,1,Pirate Bay,PB,Chocolates,Ferrero Rocher,sku #41,1,Standart,No,Nothing,1296.0,1.2213359920239284,121.0,488.0,251.0,389.0,6242.0,899.0,139.0,437.0,1227.0,529.0,542.0,2934.0,541.0,751.0,6620.0,2224.0,700.0,1921.0,4363.0,6355.0
43,2017,1,Pirate Bay,PB,Chocolates,Ferrero Rocher,sku #46,1,Standart,No,Nothing,3594.0,1.2213359920239284,121.0,488.0,251.0,389.0,6242.0,899.0,139.0,437.0,1227.0,529.0,542.0,2934.0,541.0,751.0,6620.0,2224.0,700.0,1921.0,4363.0,6355.0
44,2017,1,Pirate Bay,PB,Chocolates,Ferrero Rocher,sku #48,2,Standart,No,Nothing,5604.0,2.093718843469591,121.0,488.0,251.0,389.0,6242.0,899.0,139.0,437.0,1227.0,529.0,542.0,2934.0,541.0,751.0,6620.0,2224.0,700.0,1921.0,4363.0,6355.0
45,2017,1,Pirate Bay,PB,Chocolates,Ferrero Rocher,sku #49,1,Standart,No,Nothing,690.0,1.2213359920239284,121.0,488.0,251.0,389.0,6242.0,899.0,139.0,437.0,1227.0,529.0,542.0,2934.0,541.0,751.0,6620.0,2224.0,700.0,1921.0,4363.0,6355.0
46,2017,1,Pirate Bay,PB,Chocolates,Milka,sku #42,1,Standart,No,Nothing,270.0,1.3958125623130608,121.0,488.0,251.0,389.0,6242.0,899.0,139.0,437.0,1227.0,529.0,542.0,2934.0,541.0,751.0,6620.0,2224.0,700.0,1921.0,4363.0,6355.0
47,2017,1,Pirate Bay,PB,Chocolates,Milka,sku #67,1,Standart,No,Nothing,648.0,1.3958125623130608,121.0,488.0,251.0,389.0,6242.0,899.0,139.0,437.0,1227.0,529.0,542.0,2934.0,541.0,751.0,6620.0,2224.0,700.0,1921.0,4363.0,6355.0
48,2017,1,Pirate Bay,PB,Chocolates,Toblerone,sku #25,1,Standart,No,Nothing,2202.0,1.2213359920239284,121.0,488.0,251.0,389.0,6242.0,899.0,139.0,437.0,1227.0,529.0,542.0,2934.0,541.0,751.0,6620.0,2224.0,700.0,1921.0,4363.0,6355.0
49,2017,1,Pirate Bay,PB,Chocolates,Toblerone,sku #73,1,Standart,No,Nothing,1494.0,1.2213359920239284,121.0,488.0,251.0,389.0,6242.0,899.0,139.0,437.0,1227.0,529.0,542.0,2934.0,541.0,751.0,6620.0,2224.0,700.0,1921.0,4363.0,6355.0
50,2017,1,Pirate Bay,PB,Chocolates,Twix,sku #78,1,Standart,No,Nothing,222.0,,121.0,488.0,251.0,389.0,6242.0,899.0,139.0,437.0,1227.0,529.0,542.0,2934.0,541.0,751.0,6620.0,2224.0,700.0,1921.0,4363.0,6355.0
51,2017,2,Alpha City,AC,Chocolates,Cadbury,sku #79,1,Standart,No,Nothing,4800.0,,717.0,864.0,457.0,1601.0,1713.0,5070.0,524.0,882.0,141.0,434.0,415.0,1740.0,1176.0,895.0,21367.0,2250.0,680.0,4002.0,1675.0,7696.0
52,2017,2,Alpha City,AC,Chocolates,Ferrero Rocher,sku #15,1,Standart,No,Nothing,9714.0,1.2237762237762235,717.0,864.0,457.0,1601.0,1713.0,5070.0,524.0,882.0,141.0,434.0,415.0,1740.0,1176.0,895.0,21367.0,2250.0,680.0,4002.0,1675.0,7696.0
53,2017,2,Alpha City,AC,Chocolates,Ferrero Rocher,sku #16,3,Standart,No,Nothing,7218.0,2.8721278721278725,717.0,864.0,457.0,1601.0,1713.0,5070.0,524.0,882.0,141.0,434.0,415.0,1740.0,1176.0,895.0,21367.0,2250.0,680.0,4002.0,1675.0,7696.0
54,2017,2,Alpha City,AC,Chocolates,Ferrero Rocher,sku #22,2,Standart,No,Nothing,8297.0,2.097902097902098,717.0,864.0,457.0,1601.0,1713.0,5070.0,524.0,882.0,141.0,434.0,415.0,1740.0,1176.0,895.0,21367.0,2250.0,680.0,4002.0,1675.0,7696.0
55,2017,2,Alpha City,AC,Chocolates,Ferrero Rocher,sku #28,3,Standart,No,Nothing,2646.0,2.8721278721278725,717.0,864.0,457.0,1601.0,1713.0,5070.0,524.0,882.0,141.0,434.0,415.0,1740.0,1176.0,895.0,21367.0,2250.0,680.0,4002.0,1675.0,7696.0
56,2017,2,Alpha City,AC,Chocolates,Ferrero Rocher,sku #30,1,Standart,No,Nothing,9504.0,1.2237762237762235,717.0,864.0,457.0,1601.0,1713.0,5070.0,524.0,882.0,141.0,434.0,415.0,1740.0,1176.0,895.0,21367.0,2250.0,680.0,4002.0,1675.0,7696.0
57,2017,2,Alpha City,AC,Chocolates,Ferrero Rocher,sku #31,1,Square,No,Nothing,1632.0,1.2237762237762235,717.0,864.0,457.0,1601.0,1713.0,5070.0,524.0,882.0,141.0,434.0,415.0,1740.0,1176.0,895.0,21367.0,2250.0,680.0,4002.0,1675.0,7696.0
58,2017,2,Alpha City,AC,Chocolates,Ferrero Rocher,sku #33,1,Standart,No,Nothing,408.0,1.2237762237762235,717.0,864.0,457.0,1601.0,1713.0,5070.0,524.0,882.0,141.0,434.0,415.0,1740.0,1176.0,895.0,21367.0,2250.0,680.0,4002.0,1675.0,7696.0
59,2017,2,Alpha City,AC,Chocolates,Ferrero Rocher,sku #38,1,Standart,Yes,Nothing,630.0,1.2237762237762235,717.0,864.0,457.0,1601.0,1713.0,5070.0,524.0,882.0,141.0,434.0,415.0,1740.0,1176.0,895.0,21367.0,2250.0,680.0,4002.0,1675.0,7696.0
60,2017,2,Alpha City,AC,Chocolates,Ferrero Rocher,sku #41,1,Standart,No,Nothing,1434.0,1.2237762237762235,717.0,864.0,457.0,1601.0,1713.0,5070.0,524.0,882.0,141.0,434.0,415.0,1740.0,1176.0,895.0,21367.0,2250.0,680.0,4002.0,1675.0,7696.0
61,2017,2,Alpha City,AC,Chocolates,Ferrero Rocher,sku #46,1,Standart,No,Nothing,2136.0,1.2237762237762235,717.0,864.0,457.0,1601.0,1713.0,5070.0,524.0,882.0,141.0,434.0,415.0,1740.0,1176.0,895.0,21367.0,2250.0,680.0,4002.0,1675.0,7696.0
62,2017,2,Alpha City,AC,Chocolates,Ferrero Rocher,sku #48,2,Standart,No,Nothing,5160.0,2.097902097902098,717.0,864.0,457.0,1601.0,1713.0,5070.0,524.0,882.0,141.0,434.0,415.0,1740.0,1176.0,895.0,21367.0,2250.0,680.0,4002.0,1675.0,7696.0
63,2017,2,Alpha City,AC,Chocolates,Ferrero Rocher,sku #49,1,Standart,No,Nothing,3390.0,1.2237762237762235,717.0,864.0,457.0,1601.0,1713.0,5070.0,524.0,882.0,141.0,434.0,415.0,1740.0,1176.0,895.0,21367.0,2250.0,680.0,4002.0,1675.0,7696.0
64,2017,2,Alpha City,AC,Chocolates,Milka,sku #42,1,Standart,No,Nothing,258.0,1.398601398601399,717.0,864.0,457.0,1601.0,1713.0,5070.0,524.0,882.0,141.0,434.0,415.0,1740.0,1176.0,895.0,21367.0,2250.0,680.0,4002.0,1675.0,7696.0
65,2017,2,Alpha City,AC,Chocolates,Milka,sku #67,1,Standart,No,Nothing,558.0,1.398601398601399,717.0,864.0,457.0,1601.0,1713.0,5070.0,524.0,882.0,141.0,434.0,415.0,1740.0,1176.0,895.0,21367.0,2250.0,680.0,4002.0,1675.0,7696.0
66,2017,2,Alpha City,AC,Chocolates,Toblerone,sku #25,1,Standart,No,Nothing,4848.0,1.2237762237762235,717.0,864.0,457.0,1601.0,1713.0,5070.0,524.0,882.0,141.0,434.0,415.0,1740.0,1176.0,895.0,21367.0,2250.0,680.0,4002.0,1675.0,7696.0
67,2017,2,Alpha City,AC,Chocolates,Toblerone,sku #73,1,Standart,No,Nothing,2634.0,1.2237762237762235,717.0,864.0,457.0,1601.0,1713.0,5070.0,524.0,882.0,141.0,434.0,415.0,1740.0,1176.0,895.0,21367.0,2250.0,680.0,4002.0,1675.0,7696.0
68,2017,2,Alpha City,AC,Chocolates,Twix,sku #78,1,Standart,No,Nothing,2400.0,,717.0,864.0,457.0,1601.0,1713.0,5070.0,524.0,882.0,141.0,434.0,415.0,1740.0,1176.0,895.0,21367.0,2250.0,680.0,4002.0,1675.0,7696.0
69,2017,2,Moon,MN,Chocolates,Cadbury,sku #34,1,Standart,No,Nothing,372.0,1.0612822466528788,48.0,48.0,15.0,93.0,398.0,818.0,38.0,220.0,41.0,255.0,144.0,57.0,240.0,295.0,8504.0,801.0,10.0,316.0,550.0,1272.0
70,2017,2,Moon,MN,Chocolates,Cadbury,sku #37,1,Standart,No,Nothing,468.0,1.0612822466528788,48.0,48.0,15.0,93.0,398.0,818.0,38.0,220.0,41.0,255.0,144.0,57.0,240.0,295.0,8504.0,801.0,10.0,316.0,550.0,1272.0
71,2017,2,Moon,MN,Chocolates,Ferrero Rocher,sku #27,1,Standart,No,Nothing,2340.0,1.1429193425492543,48.0,48.0,15.0,93.0,398.0,818.0,38.0,220.0,41.0,255.0,144.0,57.0,240.0,295.0,8504.0,801.0,10.0,316.0,550.0,1272.0
72,2017,2,Moon,MN,Chocolates,Ferrero Rocher,sku #43,1,Standart,No,Nothing,858.0,1.1429193425492543,48.0,48.0,15.0,93.0,398.0,818.0,38.0,220.0,41.0,255.0,144.0,57.0,240.0,295.0,8504.0,801.0,10.0,316.0,550.0,1272.0
73,2017,2,Moon,MN,Chocolates,Ferrero Rocher,sku #44,1,Standart,No,Nothing,204.0,1.1429193425492543,48.0,48.0,15.0,93.0,398.0,818.0,38.0,220.0,41.0,255.0,144.0,57.0,240.0,295.0,8504.0,801.0,10.0,316.0,550.0,1272.0
74,2017,2,Moon,MN,Chocolates,Ferrero Rocher,sku #72,1,Standart,No,Nothing,3336.0,1.1429193425492543,48.0,48.0,15.0,93.0,398.0,818.0,38.0,220.0,41.0,255.0,144.0,57.0,240.0,295.0,8504.0,801.0,10.0,316.0,550.0,1272.0
75,2017,2,Moon,MN,Chocolates,Ferrero Rocher,sku #81,2,Standart,No,Nothing,6468.0,,48.0,48.0,15.0,93.0,398.0,818.0,38.0,220.0,41.0,255.0,144.0,57.0,240.0,295.0,8504.0,801.0,10.0,316.0,550.0,1272.0
76,2017,2,Moon,MN,Chocolates,Ferrero Rocher,sku #82,3,Standart,No,Nothing,4014.0,,48.0,48.0,15.0,93.0,398.0,818.0,38.0,220.0,41.0,255.0,144.0,57.0,240.0,295.0,8504.0,801.0,10.0,316.0,550.0,1272.0
77,2017,2,Moon,MN,Chocolates,Ferrero Rocher,sku #83,2,Standart,No,Nothing,3948.0,,48.0,48.0,15.0,93.0,398.0,818.0,38.0,220.0,41.0,255.0,144.0,57.0,240.0,295.0,8504.0,801.0,10.0,316.0,550.0,1272.0
78,2017,2,Moon,MN,Chocolates,Ferrero Rocher,sku #84,3,Standart,No,Nothing,4662.0,,48.0,48.0,15.0,93.0,398.0,818.0,38.0,220.0,41.0,255.0,144.0,57.0,240.0,295.0,8504.0,801.0,10.0,316.0,550.0,1272.0
79,2017,2,Moon,MN,Chocolates,Snickers,sku #7,1,Standart,No,Nothing,426.0,1.0612822466528788,48.0,48.0,15.0,93.0,398.0,818.0,38.0,220.0,41.0,255.0,144.0,57.0,240.0,295.0,8504.0,801.0,10.0,316.0,550.0,1272.0
80,2017,2,Moon,MN,Chocolates,Toblerone,sku #11,2,Standart,No,Nothing,864.0,2.0409273974093827,48.0,48.0,15.0,93.0,398.0,818.0,38.0,220.0,41.0,255.0,144.0,57.0,240.0,295.0,8504.0,801.0,10.0,316.0,550.0,1272.0
81,2017,2,Moon,MN,Chocolates,Toblerone,sku #17,2,Standart,No,Nothing,552.0,2.0409273974093827,48.0,48.0,15.0,93.0,398.0,818.0,38.0,220.0,41.0,255.0,144.0,57.0,240.0,295.0,8504.0,801.0,10.0,316.0,550.0,1272.0
82,2017,2,Moon,MN,Chocolates,Toblerone,sku #3,1,Standart,No,Nothing,210.0,1.1293131598998585,48.0,48.0,15.0,93.0,398.0,818.0,38.0,220.0,41.0,255.0,144.0,57.0,240.0,295.0,8504.0,801.0,10.0,316.0,550.0,1272.0
83,2017,2,Moon,MN,Chocolates,Toblerone,sku #5,1,Standart,No,Nothing,666.0,1.1293131598998585,48.0,48.0,15.0,93.0,398.0,818.0,38.0,220.0,41.0,255.0,144.0,57.0,240.0,295.0,8504.0,801.0,10.0,316.0,550.0,1272.0
84,2017,2,Pirate Bay,PB,Chocolates,Cadbury,sku #79,1,Standart,No,Nothing,408.0,,148.0,399.0,216.0,481.0,7105.0,1026.0,125.0,489.0,882.0,567.0,469.0,1578.0,590.0,725.0,9194.0,1845.0,571.0,1515.0,4395.0,5916.0
85,2017,2,Pirate Bay,PB,Chocolates,Ferrero Rocher,sku #15,1,Standart,No,Nothing,3738.0,1.2237762237762235,148.0,399.0,216.0,481.0,7105.0,1026.0,125.0,489.0,882.0,567.0,469.0,1578.0,590.0,725.0,9194.0,1845.0,571.0,1515.0,4395.0,5916.0
86,2017,2,Pirate Bay,PB,Chocolates,Ferrero Rocher,sku #16,3,Standart,No,Nothing,10152.0,2.8721278721278725,148.0,399.0,216.0,481.0,7105.0,1026.0,125.0,489.0,882.0,567.0,469.0,1578.0,590.0,725.0,9194.0,1845.0,571.0,1515.0,4395.0,5916.0
87,2017,2,Pirate Bay,PB,Chocolates,Ferrero Rocher,sku #22,2,Standart,No,Nothing,7800.0,2.097902097902098,148.0,399.0,216.0,481.0,7105.0,1026.0,125.0,489.0,882.0,567.0,469.0,1578.0,590.0,725.0,9194.0,1845.0,571.0,1515.0,4395.0,5916.0
88,2017,2,Pirate Bay,PB,Chocolates,Ferrero Rocher,sku #28,3,Standart,No,Nothing,5814.0,2.8721278721278725,148.0,399.0,216.0,481.0,7105.0,1026.0,125.0,489.0,882.0,567.0,469.0,1578.0,590.0,725.0,9194.0,1845.0,571.0,1515.0,4395.0,5916.0
89,2017,2,Pirate Bay,PB,Chocolates,Ferrero Rocher,sku #30,1,Standart,No,Nothing,11490.0,1.2237762237762235,148.0,399.0,216.0,481.0,7105.0,1026.0,125.0,489.0,882.0,567.0,469.0,1578.0,590.0,725.0,9194.0,1845.0,571.0,1515.0,4395.0,5916.0
90,2017,2,Pirate Bay,PB,Chocolates,Ferrero Rocher,sku #31,1,Square,No,Nothing,900.0,1.2237762237762235,148.0,399.0,216.0,481.0,7105.0,1026.0,125.0,489.0,882.0,567.0,469.0,1578.0,590.0,725.0,9194.0,1845.0,571.0,1515.0,4395.0,5916.0
91,2017,2,Pirate Bay,PB,Chocolates,Ferrero Rocher,sku #33,1,Standart,No,Nothing,468.0,1.2237762237762235,148.0,399.0,216.0,481.0,7105.0,1026.0,125.0,489.0,882.0,567.0,469.0,1578.0,590.0,725.0,9194.0,1845.0,571.0,1515.0,4395.0,5916.0
